date,melatonin,light,tray_id,cultivar,LFW_g,LDW_g,LA_mm2,RFW_g,RDW_g,area,perimeter,axis_major,axis_minor,eccentricity,convex_hull,compactness,extent,diameter,cf,area_cm2,cum_dli,inc_light,tipburn,percent_tipburn
10/30/2023,5,Y,1,C,27.99,1.34,460.75,2.26,0.09,7437,422.49,128.58,78.87,0.79,8922,0.83,0.66,97.31,62.89,118.25,185.56,219.43,0,0
10/30/2023,5,Y,1,D,60.4,2.38,884.72,5.77,0.2,9813,434.49,128.9,99.44,0.64,10848,0.9,0.7,111.78,62.89,156.03,185.56,289.54,0,0
10/30/2023,5,Y,1,C,36.86,1.5,516.76,2.54,0.1,10706,472.48,122.09,117.9,0.26,12015,0.89,0.67,116.75,62.89,170.23,185.56,315.89,0,0
10/30/2023,5,Y,1,C,36.42,1.7,559.21,2.42,0.1,9990,462.88,121.9,108.73,0.45,11010,0.91,0.74,112.78,62.89,158.85,185.56,294.76,0,0
10/30/2023,5,Y,1,C,27.89,1.43,474.77,1.78,0.07,8483,442.29,121.88,94.44,0.63,9857,0.86,0.65,103.93,62.89,134.89,185.56,250.3,0,0
10/30/2023,5,Y,1,D,44.6,1.92,759.82,4.09,0.14,10172,453.1,134.93,100.62,0.67,11216,0.91,0.6,113.8,62.89,161.74,185.56,300.13,0,0
10/30/2023,5,Y,1,D,57.79,2.2,817.19,6.12,0.21,9577,442.09,141.15,89.62,0.77,10383,0.92,0.66,110.43,62.89,152.28,185.56,282.57,0,0
10/30/2023,5,Y,1,C,31.91,1.45,416.21,2.57,0.1,8893,514.96,121.2,108.68,0.44,11644,0.76,0.6,106.41,62.89,141.41,185.56,262.39,0,0
10/30/2023,5,Y,1,D,48.35,2.03,673.54,4.83,0.17,8533,388.53,117.17,94.63,0.59,9156,0.93,0.71,104.23,62.89,135.68,185.56,251.77,0,0
10/30/2023,5,Y,1,C,33.31,1.75,480.4,1.91,0.09,7493,385.81,106.8,95.23,0.45,8495,0.88,0.65,97.67,62.89,119.14,185.56,221.08,0,0
10/30/2023,5,Y,1,D,47.45,2.01,745.06,3.78,0.13,10955,439.99,137.1,107.33,0.62,11758,0.93,0.68,118.1,62.89,174.19,185.56,323.23,0,0
10/30/2023,5,Y,1,C,35.9,1.66,505.22,2.5,0.1,8122,412.53,116.73,94.52,0.59,9205,0.88,0.73,101.69,62.89,129.15,185.56,239.64,0,0
10/30/2023,5,Y,1,D,52.16,1.99,736.9,4.44,0.15,10326,514.48,136.94,105.15,0.64,12139,0.85,0.75,114.66,62.89,164.19,185.56,304.67,0,0
10/30/2023,5,Y,1,C,38.21,1.65,586.44,2.22,0.09,9390,433.4,122.73,102.55,0.55,10773,0.87,0.63,109.34,62.89,149.31,185.56,277.06,0,0
10/30/2023,5,Y,1,C,29.67,1.35,435.8,2.13,0.08,8466,433.61,125.22,94.9,0.65,9935,0.85,0.66,103.82,62.89,134.62,185.56,249.79,0,0
10/30/2023,5,Y,1,D,51.54,2.02,843.69,5.1,0.17,10801,443.61,124.57,115.34,0.38,11643,0.93,0.8,117.27,62.89,171.74,185.56,318.69,0,0
10/30/2023,5,Y,1,C,28.62,1.25,476.15,1.65,0.07,9994,447.16,126.63,107.03,0.53,11245,0.89,0.7,112.8,62.89,158.91,185.56,294.88,0,0
10/30/2023,5,Y,1,D,53.22,2.24,725.17,5.57,0.19,11773,470.13,141.61,110.77,0.62,12861,0.92,0.67,122.43,62.89,187.2,185.56,347.37,0,0
10/30/2023,5,Y,1,C,34.36,1.6,497.6,2.77,0.11,9247,483.75,121.19,107.91,0.46,11196,0.83,0.61,108.51,62.89,147.03,185.56,272.84,0,0
10/30/2023,5,Y,1,D,55.9,2.15,806.55,6.51,0.21,10706,447.5,136.76,103.63,0.65,11754,0.91,0.7,116.75,62.89,170.23,185.56,315.89,0,0
10/30/2023,5,Y,1,C,33.91,1.54,499.42,2.16,0.08,10002,419.46,122.24,107.74,0.47,10833,0.92,0.75,112.85,62.89,159.04,185.56,295.11,0,0
10/30/2023,5,Y,1,D,50.59,1.62,786.71,4.69,0.17,12229,514.06,139.02,121.36,0.49,14270,0.86,0.61,124.78,62.89,194.45,185.56,360.82,0,0
10/30/2023,5,Y,1,D,47.32,2.04,652.56,4.55,0.16,8638,386.53,110.52,104.46,0.33,9171,0.94,0.74,104.87,62.89,137.35,185.56,254.87,0,0
10/30/2023,5,Y,1,C,36.4,1.62,517.72,2.33,0.1,12033,516.76,143.05,112.53,0.62,13766,0.87,0.66,123.78,62.89,191.33,185.56,355.04,0,0
10/30/2023,5,Y,1,D,59.71,2.45,819.89,6.67,0.23,11681,556.27,139.03,119.85,0.51,13949,0.84,0.57,121.95,62.89,185.74,185.56,344.65,0,0
10/30/2023,5,Y,1,C,25.25,1.24,365.98,1.74,0.07,12516,476.43,134.51,122.86,0.41,13792,0.91,0.68,126.24,62.89,199.01,185.56,369.29,0,0
10/30/2023,5,Y,1,D,51.93,2.06,756.1,5.19,0.18,14640,504.58,165.69,115.5,0.72,15475,0.95,0.71,136.53,62.89,232.79,185.56,431.96,0,0
10/30/2023,5,Y,1,C,32.63,1.39,496.82,2.04,0.08,10629,502.52,135.97,108.6,0.6,12668,0.84,0.6,116.33,62.89,169.01,185.56,313.61,0,0
10/30/2023,0,Y,2,C,34.66,1.78,404.9,1.65,0.07,9875,508.37,139.43,99.38,0.7,12097,0.82,0.68,112.13,63.36,155.86,182.22,284,0,0
10/30/2023,0,Y,2,D,59.97,2.39,681.04,5.63,0.19,11290,475.46,150.13,99.47,0.75,12511,0.9,0.75,119.9,63.36,178.19,182.22,324.69,0,0
10/30/2023,0,Y,2,C,37.72,1.82,509.42,2.52,0.1,10654,489.1,124.24,116.92,0.34,12479,0.85,0.69,116.47,63.36,168.15,182.22,306.4,0,0
10/30/2023,0,Y,2,D,52.04,2.21,702.74,5.8,0.2,10698,446.29,126.42,111.94,0.46,11667,0.92,0.72,116.71,63.36,168.84,182.22,307.67,0,0
10/30/2023,0,Y,2,C,38.27,1.89,457.81,2.81,0.11,10746,491.4,135.52,109.31,0.59,12211,0.88,0.72,116.97,63.36,169.6,182.22,309.05,0,0
10/30/2023,0,Y,2,D,51.74,2.16,627.93,6.43,0.22,11232,447.4,135.59,109.43,0.59,12077,0.93,0.68,119.59,63.36,177.27,182.22,323.03,0,0
10/30/2023,0,Y,2,D,53.93,2.24,622.8,4.73,0.17,11806,536.22,144.18,111.97,0.63,13686,0.86,0.65,122.6,63.36,186.33,182.22,339.53,0,0
10/30/2023,0,Y,2,C,37.14,1.84,437.8,2.36,0.09,10692,530.07,130.98,117.49,0.44,13063,0.82,0.66,116.68,63.36,168.75,182.22,307.5,0,0
10/30/2023,0,Y,2,D,45.14,1.84,581.5,3.56,0.12,11238,463.16,134.53,111.63,0.56,12416,0.91,0.63,119.62,63.36,177.37,182.22,323.2,0,0
10/30/2023,0,Y,2,C,28.59,1.39,390.1,2.1,0.09,10210,461.06,131.32,106.65,0.58,11514,0.89,0.63,114.02,63.36,161.14,182.22,293.63,0,0
10/30/2023,0,Y,2,D,34.57,1.52,685.95,2.49,0.09,8464,417.71,117.49,94.73,0.59,9422,0.9,0.68,103.81,63.36,133.59,182.22,243.42,0,0
10/30/2023,0,Y,2,C,22.66,1.24,329.24,0.85,0.05,9757,446.19,134.44,95.09,0.71,10864,0.9,0.75,111.46,63.36,153.99,182.22,280.61,0,0
10/30/2023,0,Y,2,D,55.5,2.14,681.7,5.32,0.19,10977,522.76,136.61,109.08,0.6,12615,0.87,0.66,118.22,63.36,173.25,182.22,315.69,0,0
10/30/2023,0,Y,2,C,22.33,1.22,320.65,0.94,0.04,7459,391.32,103.3,96.81,0.35,8509,0.88,0.72,97.45,63.36,117.72,182.22,214.52,0,0
10/30/2023,0,Y,2,C,38.99,1.87,501.23,2.24,0.1,9946,460.92,132.13,102.91,0.63,11416,0.87,0.68,112.53,63.36,156.98,182.22,286.04,0,0
10/30/2023,0,Y,2,D,56.5,2.39,691.11,5.77,0.2,11424,436.05,137.43,107.74,0.62,12143,0.94,0.78,120.6,63.36,180.3,182.22,328.55,0,0
10/30/2023,0,Y,2,C,33.32,1.7,408.01,1.93,0.08,9954,570.4,130.09,116.48,0.45,12622,0.79,0.59,112.58,63.36,157.1,182.22,286.27,0,0
10/30/2023,0,Y,2,D,56.08,2.29,678.5,5.74,0.2,10424,434.82,132.16,103.59,0.62,11170,0.93,0.73,115.21,63.36,164.52,182.22,299.79,0,0
10/30/2023,0,Y,2,C,41.83,1.92,498.1,2.6,0.12,11939,582.56,147.93,113.32,0.64,14839,0.8,0.65,123.29,63.36,188.43,182.22,343.36,0,0
10/30/2023,0,Y,2,D,57.03,2.48,693.81,4.63,0.18,11894,531.39,146.56,117.7,0.6,14353,0.83,0.69,123.06,63.36,187.72,182.22,342.07,0,0
10/30/2023,0,Y,2,C,37.79,1.72,432.15,2.15,0.09,10535,447.26,132.42,105.18,0.61,11566,0.91,0.71,115.82,63.36,166.27,182.22,302.98,0,0
10/30/2023,0,Y,2,D,55.7,2.37,644.87,5.94,0.21,11027,578.17,132.68,120.69,0.42,13306,0.83,0.59,118.49,63.36,174.04,182.22,317.13,0,0
10/30/2023,0,Y,2,D,65.18,2.72,798.92,5,0.2,14272,533.2,145.36,132.06,0.42,15772,0.9,0.67,134.8,63.36,225.25,182.22,410.46,0,0
10/30/2023,0,Y,2,C,37.7,1.89,455.53,2.04,0.11,11852,576.17,141.73,119.29,0.54,14078,0.84,0.59,122.84,63.36,187.06,182.22,340.86,0,0
10/30/2023,0,Y,2,D,52.03,2.26,681.92,5.21,0.2,11815,501.85,128.41,124.63,0.24,13294,0.89,0.77,122.65,63.36,186.47,182.22,339.79,0,0
10/30/2023,0,Y,2,C,36.1,1.7,441.99,2.14,0.1,10620,475.65,129.52,113.33,0.48,12278,0.86,0.69,116.28,63.36,167.61,182.22,305.43,0,0
10/30/2023,0,Y,2,D,48.45,2.07,607.93,3.78,0.15,11761,464.33,138.05,112.7,0.58,12732,0.92,0.77,122.37,63.36,185.62,182.22,338.24,0,0
10/30/2023,0,Y,2,C,40.47,1.93,507.49,2.54,0.11,12170,511.79,148.12,111.09,0.66,13596,0.9,0.74,124.48,63.36,192.08,182.22,350,0,0
10/30/2023,10,Y,3,C,27.32,1.4,386.1,1.43,0.06,9715,486.92,133.89,100.54,0.66,11579,0.84,0.69,111.22,66.42,146.27,163.08,238.53,0,0
10/30/2023,10,Y,3,D,47.05,2.02,693.48,4.48,0.15,10482,444.88,127.61,108.14,0.53,11382,0.92,0.75,115.53,66.42,157.81,163.08,257.36,0,0
10/30/2023,10,Y,3,C,39.51,1.91,529.28,2.33,0.08,10465,473.06,128.36,109.25,0.53,11751,0.89,0.68,115.43,66.42,157.56,163.08,256.95,0,0
10/30/2023,10,Y,3,D,47.06,2.28,644.16,3.33,0.11,10356,426.98,121.23,111.62,0.39,11176,0.93,0.77,114.83,66.42,155.92,163.08,254.27,0,0
10/30/2023,10,Y,3,C,40.23,2.03,516.9,2.31,0.09,12158,498.23,135.86,122.13,0.44,13511,0.9,0.74,124.42,66.42,183.05,163.08,298.51,0,0
10/30/2023,10,Y,3,D,54.58,2.32,729.5,5.06,0.17,11701,446.82,129.87,117.63,0.42,12452,0.94,0.71,122.06,66.42,176.17,163.08,287.29,0,0
10/30/2023,10,Y,3,D,39.71,2.02,618.4,2.2,0.09,9698,457.85,141.3,93.36,0.75,11261,0.86,0.66,111.12,66.42,146.01,163.08,238.11,0,0
10/30/2023,10,Y,3,C,31.5,1.64,438.22,1.78,0.07,8977,469.26,118.44,110.55,0.36,10943,0.82,0.6,106.91,66.42,135.16,163.08,220.41,0,0
10/30/2023,10,Y,3,D,52.49,2.22,723.3,4.36,0.15,9401,387.22,118.05,102.91,0.49,9858,0.95,0.72,109.41,66.42,141.54,163.08,230.82,0,0
10/30/2023,10,Y,3,C,35.35,1.9,457.92,1.1,0.06,10024,477.99,124.26,110.54,0.46,11523,0.87,0.69,112.97,66.42,150.92,163.08,246.12,0,0
10/30/2023,10,Y,3,D,55.34,2.38,754.2,4.95,0.16,11598,468.33,133.9,113.9,0.53,12706,0.91,0.72,121.52,66.42,174.62,163.08,284.76,0,0
10/30/2023,10,Y,3,C,27.32,1.44,428.9,1.39,0.07,10303,532.03,141.03,104.04,0.68,12316,0.84,0.69,114.53,66.42,155.12,163.08,252.97,0,0
10/30/2023,10,Y,3,D,56.33,2.41,790.1,5.95,0.2,11226,454.92,126.37,115.69,0.4,12108,0.93,0.73,119.55,66.42,169.02,163.08,275.63,0,0
10/30/2023,10,Y,3,C,42.67,2.24,545.49,3.5,0.12,11969,491.3,140.99,115.99,0.57,13642,0.88,0.64,123.45,66.42,180.2,163.08,293.87,0,0
10/30/2023,10,Y,3,C,34.98,1.81,449.5,2.89,0.1,10119,458.72,120.24,115.86,0.27,11465,0.88,0.64,113.51,66.42,152.35,163.08,248.45,0,0
10/30/2023,10,Y,3,D,54.27,2.31,748.7,4.19,0.13,9150,435.85,119.06,105.23,0.47,10430,0.88,0.76,107.94,66.42,137.76,163.08,224.66,0,0
10/30/2023,10,Y,3,C,36.54,1.9,465.71,2.33,0.09,10128,522.7,152.74,93.93,0.79,12779,0.79,0.62,113.56,66.42,152.48,163.08,248.67,0,0
10/30/2023,10,Y,3,D,43.77,2.04,688,3.25,0.11,11858,552.96,144.55,117.11,0.59,14318,0.83,0.6,122.87,66.42,178.53,163.08,291.15,0,0
10/30/2023,10,Y,3,C,33.29,1.72,522.8,1.39,0.06,10888,471.16,129.61,114.5,0.47,12250,0.89,0.73,117.74,66.42,163.93,163.08,267.33,0,0
10/30/2023,10,Y,3,D,50.97,2.33,678.36,5.09,0.18,11409,439.61,133.18,112.29,0.54,12003,0.95,0.77,120.53,66.42,171.77,163.08,280.12,0,0
10/30/2023,10,Y,3,C,32.77,1.76,457.69,1.63,0.06,8803,447.75,119.64,108.9,0.41,10282,0.86,0.57,105.87,66.42,132.54,163.08,216.14,0,0
10/30/2023,10,Y,3,D,52.46,2.36,724.58,5.37,0.18,11708,501.45,139.67,111.4,0.6,13162,0.89,0.7,122.09,66.42,176.27,163.08,287.46,0,0
10/30/2023,10,Y,3,D,53.26,2.34,824.13,4.32,0.15,12971,526.62,146.18,117.27,0.6,14544,0.89,0.68,128.51,66.42,195.29,163.08,318.47,0,0
10/30/2023,10,Y,3,C,31.15,1.54,447.15,2.17,0.09,9124,459.5,118.99,110.67,0.37,10617,0.86,0.59,107.78,66.42,137.37,163.08,224.02,0,0
10/30/2023,10,Y,3,D,49.15,2.17,679.22,3.36,0.12,11184,469.66,132.87,112.7,0.53,12490,0.9,0.73,119.33,66.42,168.38,163.08,274.6,0,0
10/30/2023,10,Y,3,C,36.55,1.81,473.05,2.55,0.09,11901,526.03,140.86,120.39,0.52,13900,0.86,0.63,123.1,66.42,179.18,163.08,292.2,0,0
10/30/2023,10,Y,3,D,52.92,2.41,710.82,5.42,0.18,13227,520.23,141.86,123.69,0.49,14526,0.91,0.68,129.77,66.42,199.14,163.08,324.76,0,0
10/30/2023,10,Y,3,C,34.82,1.74,422.27,2.22,0.09,11936,545,144.78,114.25,0.61,14101,0.85,0.71,123.28,66.42,179.7,163.08,293.06,0,0
10/30/2023,0,N,4,C,18.22,1.07,284.52,1.02,0.04,8031,568.89,134.52,94.22,0.71,11584,0.69,0.51,101.12,61.15,131.33,59.42,78.04,0,0
10/30/2023,0,N,4,D,50.18,2.1,738.27,3.98,0.13,10899,575.83,134.51,116.47,0.5,13980,0.78,0.58,117.8,61.15,178.23,59.42,105.91,0,0
10/30/2023,0,N,4,C,27.98,1.52,430.52,1.53,0.06,8410,570.8,123.55,102.4,0.56,11061,0.76,0.61,103.48,61.15,137.53,59.42,81.72,0,0
10/30/2023,0,N,4,D,51.71,2.2,793.41,4.18,0.14,11548,491.5,128.17,121.02,0.33,13030,0.89,0.68,121.26,61.15,188.85,59.42,112.21,0,0
10/30/2023,0,N,4,C,28.05,1.41,370.85,2.01,0.06,10426,585.57,143.95,105.99,0.68,13092,0.8,0.65,115.22,61.15,170.5,59.42,101.31,0,0
10/30/2023,0,N,4,D,54.97,2.57,775.8,5.48,0.18,12243,464.48,130.97,120.87,0.39,13226,0.93,0.77,124.85,61.15,200.21,59.42,118.97,0,0
10/30/2023,0,N,4,D,49.62,2.15,740.9,3.23,0.11,12015,532.32,154.7,103.57,0.74,13778,0.87,0.68,123.68,61.15,196.48,59.42,116.75,0,0
10/30/2023,0,N,4,C,31.89,1.65,530.63,1.88,0.07,9373,553.83,129.51,107.73,0.55,12485,0.75,0.61,109.24,61.15,153.28,59.42,91.08,0,0
10/30/2023,0,N,4,D,46.21,2.13,702.7,3.32,0.11,9309,452.33,132.2,96.67,0.68,10546,0.88,0.65,108.87,61.15,152.23,59.42,90.46,0,0
10/30/2023,0,N,4,C,32.53,1.62,486.41,1.92,0.07,10117,558.46,134.95,108.8,0.59,12160,0.83,0.68,113.5,61.15,165.45,59.42,98.31,0,0
10/30/2023,0,N,4,D,43.42,1.93,685.08,2.95,0.11,12007,545.59,137.27,117.14,0.52,13825,0.87,0.73,123.64,61.15,196.35,59.42,116.67,0,0
10/30/2023,0,N,4,C,23.54,1.35,376.27,1.25,0.05,9499,465.75,131.48,98.47,0.66,10779,0.88,0.71,109.98,61.15,155.34,59.42,92.3,0,0
10/30/2023,0,N,4,D,50.08,2.3,745.45,3.79,0.13,8166,585.77,135.13,99.46,0.68,12086,0.68,0.56,101.97,61.15,133.54,59.42,79.35,0,0
10/30/2023,0,N,4,C,34.23,1.73,478.93,1.85,0.07,11017,535.35,125.57,121.35,0.26,13230,0.83,0.6,118.44,61.15,180.16,59.42,107.05,0,0
10/30/2023,0,N,4,C,31.66,1.69,461.79,1.55,0.06,7546,476.96,119.57,99.25,0.56,9987,0.76,0.51,98.02,61.15,123.4,59.42,73.33,0,0
10/30/2023,0,N,4,D,49.63,2.21,743.3,4.27,0.15,9748,444.78,125.24,107.18,0.52,10890,0.9,0.78,111.41,61.15,159.41,59.42,94.72,0,0
10/30/2023,0,N,4,C,22.22,1.18,317.8,1.12,0.05,12560,608.8,158.91,116.44,0.68,15924,0.79,0.62,126.46,61.15,205.4,59.42,122.05,0,0
10/30/2023,0,N,4,D,44.09,1.95,760.5,3.5,0.12,11515,491.4,144.62,108.08,0.66,13139,0.88,0.69,121.08,61.15,188.31,59.42,111.89,0,0
10/30/2023,0,N,4,D,40.24,1.99,659.9,2.66,0.09,11352,513.79,132.76,118.06,0.46,13019,0.87,0.72,120.22,61.15,185.64,59.42,110.31,0,0
10/30/2023,0,N,4,C,32.05,1.7,477.71,1.94,0.08,9583,424.27,119.48,108.17,0.42,10812,0.89,0.64,110.46,61.15,156.71,59.42,93.12,0,0
10/30/2023,0,N,4,C,32.49,1.69,443.4,1.6,0.07,12551,537.06,141.58,119.96,0.53,14444,0.87,0.65,126.41,61.15,205.25,59.42,121.96,0,0
10/30/2023,0,N,4,D,52.5,2.26,774.8,3.86,0.14,13505,492.76,157.68,112.15,0.7,14384,0.94,0.71,131.13,61.15,220.85,59.42,131.23,0,0
10/30/2023,0,N,4,D,48.44,2.2,865.45,3.97,0.14,5080,313.48,95.02,72.73,0.64,5682,0.89,0.73,80.42,61.15,83.07,59.42,49.36,0,0
10/30/2023,0,N,4,C,26.42,1.3,374.8,1.33,0.06,13364,551.2,160.7,111.48,0.72,15607,0.86,0.67,130.44,61.15,218.54,59.42,129.86,0,0
10/30/2023,0,N,4,D,45.96,2.16,647.2,3.03,0.11,9021,552.86,135.31,106.64,0.62,12403,0.73,0.59,107.17,61.15,147.52,59.42,87.66,0,0
